,CName,AUID,GroupID,GName,BUID,GName,MissionID,Evaluation,Coaching,PE01,PE02,PE03,PEA01,PEA02,PEC03,PEM07,PEIR08
102,六年五班,107164,7645005,第5組,107176,第4組,M231127235925,"PE01:68,PE02:70,PE03:74,PEA01:很明確 可以做得更好,PEA02:方塊要畫好
,PEC03:沒,PEM07:不用 很棒
,PEIR08:字寫漂亮一點,","PC01:77,PCA01:無,PCA02:無,PCC03:無,PCM07:無,PCIR08:無,",True,True,True,True,True,True,True,True
103,六年五班,107164,7645005,第5組,107194,第3組,M231127235925,"PE01:68,PE02:71,PE03:74,PEA01:good,PEA02:沒有流程圖,PEC03:字醜 可進步,PEM07:,PEIR08:,","PC01:76,PCA01:字是胡文熙寫的,PCA02:字是胡文熙寫的,PCC03:字是胡文熙寫的,PCM07:字是胡文熙寫的,PCIR08:字是胡文熙寫的,",True,True,True,True,True,True,True,True
104,六年五班,107176,7645004,第4組,107190,第9組,M231127235925,"PE01:68,PE02:71,PE03:74,PEA01:無,PEA02:插圖過多,PEC03:無,PEM07:無,PEIR08:左下角那隻是老鼠嗎?
,","PC01:76,PCA01:好棒棒,PCA02:,PCC03:,PCM07:,PCIR08:,",True,True,True,True,True,True,True,True
105,六年五班,107176,7645004,第4組,107217,第7組,M231127235925,"PE01:68,PE02:71,PE03:74,PEA01:無,PEA02:無,PEC03:無,PEM07:無,PEIR08:無,","PC01:76,PCA01:好棒,PCA02:6666,PCC03:沒有,PCM07:沒有,PCIR08:沒有,",True,True,True,True,True,True,True,True
106,六年五班,107190,7645009,第9組,107194,第3組,M231127235925,"PE01:68,PE02:72,PE03:73,PEA01:,PEA02:,PEC03:,PEM07:,PEIR08:1234567890,","PC01:76,PCA01:字是胡文熙寫的,PCA02:字是胡文熙寫的,PCC03:字是胡文熙寫的,PCM07:字是胡文熙寫的,PCIR08:字是胡文熙寫的,",True,True,True,True,True,True,True,True
107,六年五班,107190,7645009,第9組,107354,第6組,M231127235925,"PE01:67,PE02:70,PE03:73,PEA01:,PEA02:,PEC03:,PEM07:,PEIR08:不知道,","PC01:77,PCA01:很棒,PCA02:沒,PCC03:沒,PCM07:沒,PCIR08:沒,",True,True,True,True,True,True,True,True
108,六年五班,107194,7645003,第3組,107137,第1組,M231127235925,"PE01:67,PE02:70,PE03:73,PEA01:很像卡比獸,PEA02:很棒,PEC03:沒有,PEM07:
自好看一點,PEIR08:沒有,","PC01:76,PCA01:好,PCA02:,PCC03:,PCM07:,PCIR08:,",True,True,True,True,True,True,True,True
109,六年五班,107194,7645003,第3組,107217,第7組,M231127235925,"PE01:67,PE02:70,PE03:73,PEA01:很有創意,PEA02:
沒有,PEC03:沒有,PEM07:沒有,PEIR08:沒有,","PC01:77,PCA01:6666,PCA02:好棒,PCC03:沒有,PCM07:沒有,PCIR08:6666,",True,True,True,True,True,True,True,True
110,六年五班,107217,7645007,第7組,107067,第2組,M231127235925,"PE01:67,PE02:70,PE03:73,PEA01:真棒,PEA02:非常有創意
,PEC03:沒有錯誤,PEM07:不用改,PEIR08:沒有,","PC01:76,PCA01:,PCA02:,PCC03:,PCM07:,PCIR08:沒有,",True,True,True,True,True,True,True,True
111,六年五班,107217,7645007,第7組,107354,第6組,M231127235925,"PE01:67,PE02:71,PE03:75,PEA01:很有創意,PEA02:有點看不懂,PEC03:沒有清空,PEM07:沒有清空,PEIR08:sb??????,","PC01:77,PCA01:,PCA02:可以多敘述一下哪裡看不懂,PCC03:,PCM07:,PCIR08:,",True,True,True,True,True,True,True,True
112,六年五班,107354,7645006,第6組,107127,第8組,M231127235925,"PE01:68,PE02:71,PE03:74,PEA01:很棒,PEA02:沒有,PEC03:沒有,PEM07:沒有,PEIR08:沒有,","PC01:77,PCA01:好棒,PCA02:,PCC03:,PCM07:,PCIR08:,",True,True,True,True,True,True,True,True
113,六年五班,107354,7645006,第6組,107137,第1組,M231127235925,"PE01:68,PE02:71,PE03:74,PEA01:很棒,PEA02:沒有,PEC03:沒有,PEM07:沒有,PEIR08:沒有,","PC01:76,PCA01:good,PCA02:,PCC03:,PCM07:,PCIR08:,",True,True,True,True,True,True,True,True
